ticket_id,customer_id,opened_date,closed_date,priority,csat
1259,104,2025-10-07,2025-10-21,P2,5
1260,11,2025-05-15,2025-06-02,P1,2
1261,25,2025-08-20,2025-08-24,P2,4
1262,67,2026-01-17,2026-01-17,P2,1
1263,1,2026-02-02,2026-02-22,P3,5
1264,73,2025-02-27,,P3,
1265,63,2025-07-31,2025-08-08,P2,5
1266,72,2025-12-20,2026-01-02,P2,2
1267,94,2025-09-01,2025-09-21,P4,5
1268,104,2025-12-23,,P1,
1269,47,2025-06-26,2025-07-02,P2,3
1270,5,2026-04-23,,P4,
1271,63,2025-02-02,,P2,
1272,32,2025-09-15,,P4,
1273,98,2025-09-24,2025-10-08,P4,3
1274,40,2025-11-03,2025-11-03,P3,4
1275,68,2025-09-18,,P1,
1276,32,2025-10-28,2025-10-30,P2,4
1277,68,2025-09-19,2025-09-26,P3,4
1278,82,2025-10-18,2025-10-25,P2,5
1279,102,2025-04-05,2025-04-19,P3,4
1280,55,2025-10-20,2025-10-31,P4,4
1281,76,2025-09-22,2025-09-26,P2,5
1282,6,2025-08-13,2025-08-18,P4,5
1283,13,2026-03-17,2026-03-19,P2,5
1284,30,2025-01-27,2025-02-08,P3,1
1285,50,2025-09-09,2025-09-10,P1,3
1286,109,2025-03-19,2025-04-05,P3,1
1287,57,2025-02-23,,P2,
1288,97,2025-08-03,2025-08-07,P3,4
1289,52,2025-04-06,2025-04-12,P4,4
1290,90,2025-02-05,2025-02-20,P2,5
1291,103,2025-08-20,2025-09-03,P4,1
1292,98,2025-04-07,2025-04-26,P1,5
1293,91,2025-05-03,2025-05-16,P1,5
1294,55,2025-07-04,2025-07-19,P3,5
1295,83,2025-04-23,2025-05-06,P2,5
1296,61,2026-01-15,2026-01-26,P3,2
1297,46,2025-04-24,2025-05-04,P4,4
1298,68,2025-07-05,2025-07-23,P3,4
1299,65,2025-04-30,,P2,
1300,57,2025-05-30,2025-06-08,P2,4
1301,25,2026-01-24,2026-02-12,P3,4
1302,17,2025-05-18,2025-05-26,P4,3
1303,64,2025-11-24,2025-11-25,P2,5
1304,80,2025-06-20,2025-07-08,P4,5
1305,98,2025-02-25,2025-02-25,P4,4
1306,27,2026-01-27,2026-02-01,P1,1
1307,39,2025-04-20,2025-05-05,P4,4
1308,79,2026-04-02,2026-04-19,P4,4
1309,41,2025-06-13,,P4,
1310,100,2026-03-13,2026-03-16,P1,4
1311,64,2026-03-11,2026-03-27,P1,5
1312,31,2025-03-07,2025-03-26,P4,3
1313,102,2025-07-07,2025-07-25,P1,4
1314,9,2026-03-31,2026-04-12,P3,4
1315,61,2025-06-04,2025-06-20,P1,4
1316,2,2025-12-17,2026-01-01,P3,5
1317,51,2025-01-31,2025-02-10,P3,4
1318,15,2025-01-27,2025-02-14,P4,5
1319,49,2026-02-28,2026-03-03,P1,5
1320,85,2025-06-25,2025-07-01,P4,4
1321,3,2026-02-16,2026-02-21,P4,5
1322,77,2025-08-26,,P1,
1323,38,2025-04-20,2025-04-27,P4,5
1324,80,2026-05-15,2026-05-29,P3,4
1325,34,2025-07-21,2025-07-21,P2,3
1326,54,2025-01-11,2025-01-22,P2,5
1327,105,2025-11-19,2025-11-28,P4,4
1328,76,2025-07-24,2025-08-05,P1,4
1329,66,2025-08-27,2025-09-06,P1,1
1330,38,2025-11-24,2025-11-24,P3,5
1331,68,2025-08-16,2025-08-24,P4,3
1332,16,2026-04-10,2026-04-28,P1,5
1333,22,2025-03-22,2025-04-11,P1,4
1334,77,2025-11-28,2025-12-07,P1,5
1335,88,2025-03-25,2025-03-27,P3,3
1336,43,2026-03-02,2026-03-16,P1,4
1337,61,2025-04-05,2025-04-15,P4,5
1338,17,2026-04-26,,P2,
1339,54,2025-06-28,2025-07-12,P4,5
1340,90,2025-02-07,2025-02-27,P1,2
1341,37,2025-02-20,2025-02-27,P4,4
1342,63,2025-11-07,2025-11-18,P2,5
1343,96,2025-03-07,2025-03-11,P4,4
1344,28,2025-08-28,2025-08-30,P3,4
1345,100,2025-08-20,2025-09-07,P1,5
1346,108,2025-11-06,2025-11-15,P2,5
1347,69,2025-12-27,2026-01-15,P3,3
1348,27,2025-10-14,2025-10-30,P4,5
1349,52,2025-10-20,2025-10-28,P4,3
1350,50,2025-09-07,2025-09-15,P4,4
1351,78,2026-03-23,2026-03-23,P4,4
1352,30,2025-10-17,2025-10-19,P2,3
1353,42,2025-10-27,2025-10-28,P3,5
1354,79,2025-01-28,2025-02-06,P3,3
1355,24,2025-08-23,2025-08-24,P3,4
1356,44,2026-01-07,2026-01-11,P1,4
1357,78,2025-06-21,2025-06-29,P4,4
1358,36,2026-04-09,2026-04-10,P2,5
1359,79,2025-03-05,2025-03-13,P4,1
1360,70,2025-03-28,2025-04-14,P3,1
1361,53,2025-09-25,2025-10-14,P1,2
1362,72,2025-11-30,2025-12-20,P4,4
1363,1,2026-04-02,2026-04-17,P2,2
1364,108,2026-02-15,2026-03-06,P4,5
1365,58,2026-03-05,2026-03-24,P4,5
1366,89,2026-01-31,2026-02-09,P2,5
1367,12,2026-01-26,2026-02-10,P4,2
1368,24,2025-07-28,2025-08-10,P4,5
1369,9,2025-07-26,2025-08-02,P4,5
1370,27,2026-02-10,,P1,
1371,26,2025-03-14,2025-03-27,P4,5
1372,39,2025-01-14,2025-02-02,P3,4
1373,73,2025-09-07,,P3,
1374,29,2025-07-21,2025-07-30,P2,5
1375,105,2025-05-12,2025-05-30,P2,3
1376,14,2025-12-01,2025-12-15,P1,1
1377,109,2025-02-09,2025-02-14,P3,4
1378,65,2025-03-25,,P1,
1379,102,2025-12-12,2025-12-30,P2,1
1380,110,2025-07-17,,P3,
1381,52,2025-09-26,2025-10-09,P1,4
1382,11,2025-11-04,2025-11-09,P3,3
1383,18,2026-02-17,,P3,
1384,16,2026-04-21,2026-05-01,P3,4
1385,89,2026-02-15,2026-02-19,P1,4
1386,84,2026-02-20,2026-02-25,P2,5
1387,103,2025-05-04,2025-05-11,P3,4
1388,20,2025-01-11,2025-01-13,P3,3
1389,58,2025-07-21,,P2,
1390,74,2026-03-07,,P4,
1391,37,2025-02-03,2025-02-03,P1,4
1392,82,2025-11-30,2025-12-15,P4,5
1393,48,2026-02-28,2026-03-04,P4,4
1394,48,2025-12-25,2026-01-05,P2,5
1395,105,2025-12-04,2025-12-05,P3,5
1396,95,2025-07-30,2025-08-13,P3,4
1397,87,2025-01-27,2025-01-29,P2,5
1398,91,2025-09-19,,P3,
1399,87,2025-04-18,2025-04-28,P3,4
1400,106,2025-04-03,2025-04-13,P4,5
1401,17,2026-03-01,2026-03-18,P1,4
1402,64,2025-12-22,,P2,
1403,101,2026-05-06,2026-05-22,P3,5
1404,109,2025-02-07,2025-02-14,P1,3
1405,60,2025-12-11,2025-12-19,P3,4
1406,3,2025-07-11,2025-07-28,P3,3
1407,7,2026-01-24,2026-02-04,P3,4
1408,54,2025-12-31,,P1,
1409,52,2025-11-12,2025-11-12,P1,4
1410,13,2025-11-16,2025-11-27,P4,4
1411,20,2025-06-18,2025-06-25,P3,3
1412,69,2025-05-20,2025-06-01,P3,5
1413,35,2026-04-02,2026-04-06,P3,5
1414,87,2025-01-09,2025-01-10,P2,3
1415,14,2025-10-22,2025-11-02,P4,1
1416,72,2025-09-12,,P3,
1417,88,2025-04-07,,P1,
1418,31,2026-01-24,2026-02-01,P2,5
1419,24,2026-01-17,2026-02-05,P1,4
1420,43,2025-12-15,2025-12-26,P3,4
1421,93,2025-07-15,2025-07-19,P4,4
1422,48,2025-07-16,2025-07-27,P2,4
1423,107,2026-02-19,2026-02-26,P3,4
1424,27,2025-02-06,2025-02-06,P3,4
1425,98,2025-08-16,2025-09-02,P1,5
1426,87,2026-03-10,2026-03-28,P2,3
1427,78,2025-08-17,2025-09-02,P1,5
1428,72,2025-11-05,2025-11-22,P3,4
1429,52,2026-01-23,2026-02-12,P4,1
1430,97,2025-05-30,2025-06-09,P3,3
1431,87,2026-01-18,2026-01-30,P2,1
1432,21,2025-08-18,2025-08-21,P4,5
1433,46,2025-09-24,2025-10-08,P1,2
1434,86,2025-03-09,2025-03-10,P2,5
1435,6,2025-05-10,2025-05-22,P1,4
1436,60,2025-05-28,2025-06-03,P3,4
1437,69,2025-05-09,2025-05-24,P2,3
1438,6,2025-03-18,2025-03-27,P3,3
1439,2,2025-12-16,2025-12-31,P4,2
1440,11,2026-04-11,2026-04-28,P1,5
1441,16,2025-02-04,,P2,
1442,97,2025-07-23,2025-08-07,P1,4
1443,95,2025-07-22,2025-08-10,P2,3
1444,56,2025-02-12,2025-03-04,P4,4
1445,36,2025-09-05,2025-09-07,P2,4
1446,45,2025-04-04,2025-04-18,P1,4
1447,70,2025-05-07,2025-05-10,P2,5
1448,2,2025-11-30,,P4,
1449,11,2025-11-22,2025-12-08,P2,2
1450,73,2026-04-24,,P4,
1451,38,2025-02-05,2025-02-17,P3,5
1452,27,2026-05-02,2026-05-03,P3,1
1453,19,2025-10-12,,P4,
1454,18,2025-04-19,2025-04-23,P3,4
1455,36,2025-08-31,,P1,
1456,102,2025-07-21,2025-07-22,P2,5
1457,63,2026-04-10,2026-04-24,P2,5
1458,10,2025-05-11,2025-05-14,P4,1
1459,21,2026-02-17,,P3,
1460,61,2025-11-14,2025-12-01,P1,5
1461,59,2025-02-01,2025-02-12,P4,3
1462,95,2025-06-19,2025-07-06,P3,4
1463,58,2025-10-31,2025-10-31,P2,5
1464,52,2025-11-18,2025-12-02,P3,4
1465,99,2025-09-08,2025-09-27,P1,5
1466,105,2025-10-26,2025-11-14,P2,4
1467,96,2026-02-27,2026-03-14,P4,4
1468,41,2025-03-25,2025-03-31,P3,4
1469,41,2026-03-06,2026-03-12,P1,5
1470,34,2025-11-10,2025-11-27,P1,5
1471,1,2025-01-13,2025-01-17,P3,5
1472,44,2025-05-15,2025-05-29,P4,5
1473,104,2025-05-29,2025-05-31,P2,3
1474,44,2025-02-11,2025-02-14,P2,5
1475,7,2025-04-09,2025-04-20,P2,2
1476,50,2026-05-05,2026-05-12,P1,5
1477,101,2026-04-30,2026-05-08,P1,5
1478,69,2026-04-01,2026-04-17,P1,5
1479,14,2025-03-27,2025-04-07,P2,4
1480,8,2025-07-23,2025-08-02,P4,5
1481,17,2025-02-17,2025-02-20,P4,2
1482,67,2025-02-24,2025-02-24,P4,5
1483,54,2026-04-06,2026-04-19,P2,5
1484,11,2025-06-20,2025-06-24,P4,4
1485,15,2025-02-07,2025-02-07,P4,1
1486,69,2025-07-30,2025-08-15,P3,3
1487,13,2025-05-29,2025-06-13,P3,4
1488,55,2025-10-09,2025-10-27,P3,4
1489,24,2025-06-25,2025-06-30,P4,4
1490,69,2025-10-26,2025-11-13,P4,4
1491,104,2026-01-21,2026-01-28,P1,4
1492,50,2025-11-17,,P2,
1493,86,2025-11-30,2025-12-07,P1,5
1494,13,2025-05-16,2025-05-16,P1,4
1495,87,2025-08-14,2025-09-03,P1,4
1496,80,2025-11-09,2025-11-21,P2,4
1497,19,2025-04-25,2025-04-26,P4,4
1498,20,2025-06-22,2025-07-10,P3,5
1499,82,2026-05-09,2026-05-29,P2,5
1500,30,2026-02-16,2026-03-04,P2,2
1501,97,2025-12-16,2026-01-03,P1,5
1502,56,2025-04-05,2025-04-22,P3,4
1503,93,2025-12-23,2026-01-05,P2,5
1504,4,2026-05-12,2026-05-30,P1,4
1505,82,2025-09-25,2025-10-01,P2,3
1506,53,2025-05-08,2025-05-18,P4,2
1507,57,2025-11-12,2025-12-02,P2,5
1508,37,2025-09-07,2025-09-11,P1,5
1509,91,2025-08-06,2025-08-20,P4,2
1510,96,2025-05-29,,P4,
1511,37,2025-09-13,2025-09-22,P2,4
1512,51,2025-09-28,2025-10-05,P1,4
1513,78,2026-01-04,2026-01-24,P1,5
1514,54,2025-12-11,2025-12-16,P3,4
1515,45,2025-05-16,2025-06-01,P4,4
1516,62,2026-04-09,2026-04-15,P2,5
1517,44,2025-09-24,2025-09-27,P4,5
1518,51,2025-07-26,2025-08-02,P1,3
1519,80,2025-08-15,2025-08-23,P4,5
1520,44,2026-01-02,2026-01-07,P4,2
1521,109,2025-11-09,2025-11-21,P1,4
1522,53,2025-10-31,,P3,
1523,10,2025-08-25,2025-08-28,P2,5
1524,81,2025-10-11,2025-10-20,P1,4
1525,92,2025-11-17,,P1,
1526,46,2026-02-17,2026-03-03,P1,4
1527,63,2025-08-01,2025-08-14,P3,4
1528,15,2025-04-26,2025-05-13,P4,2
1529,56,2025-01-24,2025-02-08,P3,3
1530,78,2025-05-27,2025-06-13,P2,5
1531,33,2025-07-05,2025-07-09,P1,5
1532,50,2026-03-23,2026-03-23,P2,5
1533,40,2025-02-25,2025-03-12,P3,5
1534,53,2025-02-24,,P1,
1535,5,2025-12-01,2025-12-04,P2,5
1536,73,2025-11-25,2025-11-27,P2,5
1537,104,2025-06-10,2025-06-26,P1,4
1538,87,2025-02-20,2025-02-24,P4,2
1539,63,2025-12-24,2025-12-27,P3,4
1540,25,2026-02-28,,P1,
1541,88,2025-08-19,2025-08-28,P3,4
1542,2,2026-04-13,,P2,
1543,4,2026-02-11,2026-02-28,P1,3
1544,52,2025-05-14,2025-05-17,P3,5
1545,72,2026-01-19,,P2,
1546,60,2025-08-04,2025-08-12,P3,5
1547,72,2025-08-20,2025-08-24,P2,5
1548,71,2026-03-26,2026-04-07,P4,3
1549,6,2025-01-07,,P1,
1550,86,2026-03-21,2026-03-24,P1,5
1551,1,2025-12-24,,P3,
1552,25,2025-08-22,2025-09-08,P4,5
1553,81,2025-03-24,2025-04-13,P2,3
1554,2,2025-08-21,,P1,
1555,98,2025-08-06,2025-08-24,P2,5
1556,91,2025-10-30,2025-11-13,P2,4
1557,15,2025-07-07,,P1,
1558,75,2025-10-15,2025-10-16,P2,5
1559,59,2026-01-11,2026-01-15,P3,3
1560,109,2026-02-25,2026-03-01,P3,4
1561,69,2026-01-29,2026-02-05,P4,3
1562,26,2025-10-14,2025-11-01,P4,4
1563,83,2025-12-02,2025-12-10,P1,4
1564,7,2025-11-09,2025-11-13,P2,5
1565,47,2025-07-05,2025-07-21,P2,4
1566,66,2025-11-29,2025-12-06,P1,5
1567,56,2025-02-11,,P3,
1568,72,2025-09-07,2025-09-18,P2,5
1569,76,2025-07-29,2025-07-31,P1,4
1570,102,2026-03-25,2026-04-13,P3,4
1571,81,2025-12-04,2025-12-09,P1,3
1572,36,2025-06-18,2025-06-26,P1,2
1573,72,2026-05-03,2026-05-22,P2,4
1574,66,2025-05-24,2025-06-03,P4,4
1575,35,2025-10-28,,P1,
1576,74,2026-03-21,2026-03-26,P4,4
1577,45,2026-01-12,2026-01-29,P4,5
1578,85,2025-04-05,2025-04-05,P1,4
1579,46,2025-08-22,,P4,
1580,37,2026-03-19,2026-03-25,P3,5
1581,58,2025-06-14,2025-06-18,P3,4
1582,45,2026-02-24,2026-03-07,P1,4
1583,90,2025-12-19,2026-01-05,P1,5
1584,1,2025-02-23,2025-03-05,P2,4
1585,100,2025-04-19,2025-05-01,P2,3
1586,38,2025-11-14,2025-12-04,P4,3
1587,87,2025-01-20,2025-01-20,P1,5
1588,74,2025-12-21,2025-12-22,P2,5
1589,40,2025-12-22,2025-12-30,P3,2
1590,104,2026-05-08,2026-05-23,P3,5
1591,69,2025-09-03,2025-09-18,P1,4
1592,88,2025-09-30,2025-10-06,P1,3
1593,80,2025-02-18,,P4,
1594,32,2025-05-17,2025-06-06,P1,4
1595,65,2025-01-08,2025-01-16,P2,3
1596,21,2025-04-10,2025-04-10,P4,5
1597,45,2025-08-22,2025-08-29,P4,5
1598,72,2026-02-01,2026-02-21,P4,5
1599,49,2025-06-26,2025-07-10,P2,4
1600,43,2025-09-18,2025-10-01,P3,5
1601,4,2026-01-07,2026-01-20,P4,3
1602,68,2025-03-27,2025-04-08,P4,5
1603,15,2025-04-25,,P2,
1604,44,2025-06-30,2025-07-08,P2,3
1605,31,2025-05-27,2025-06-10,P3,4
1606,82,2025-11-17,2025-12-03,P3,4
1607,105,2025-03-02,2025-03-11,P4,4
1608,28,2026-01-27,2026-02-02,P3,4
1609,84,2025-02-24,2025-02-26,P1,4
1610,26,2025-10-01,2025-10-21,P3,5
1611,42,2025-10-16,2025-10-24,P1,4
1612,86,2025-04-08,2025-04-15,P3,4
1613,10,2025-11-12,2025-12-01,P4,5
1614,93,2025-02-14,2025-02-16,P4,5
1615,57,2025-12-23,2026-01-06,P4,5
1616,7,2026-03-01,2026-03-09,P3,5
1617,78,2025-03-21,,P3,
1618,29,2025-12-17,2025-12-30,P3,3
1619,78,2025-04-16,2025-05-06,P2,4
1620,92,2025-09-16,,P1,
1621,90,2026-04-18,2026-05-04,P4,5
1622,40,2026-05-11,2026-05-21,P3,2
1623,25,2025-02-11,2025-03-02,P1,4
1624,89,2025-08-17,2025-09-04,P1,4
1625,42,2025-04-10,2025-04-12,P3,4
1626,41,2025-12-23,2026-01-07,P3,3
1627,44,2025-11-15,2025-11-26,P4,5
1628,55,2025-10-21,2025-10-31,P1,5
1629,82,2025-03-29,2025-04-11,P4,3
1630,67,2025-05-04,2025-05-18,P2,2
1631,45,2025-10-25,,P2,
1632,98,2026-01-16,2026-01-24,P2,5
1633,23,2026-02-20,2026-03-03,P2,2
1634,37,2025-06-27,2025-07-07,P1,2
1635,99,2025-07-16,2025-07-21,P2,4
1636,43,2025-02-22,2025-03-03,P4,4
1637,26,2025-03-10,2025-03-25,P1,3
1638,60,2025-05-12,2025-06-01,P1,1
1639,6,2026-05-08,,P4,
1640,50,2025-04-29,2025-05-08,P4,3
1641,1,2025-04-03,2025-04-23,P4,5
1642,27,2025-05-06,2025-05-17,P4,2
1643,82,2025-04-02,2025-04-20,P4,5
1644,5,2026-02-20,2026-02-25,P1,2
1645,35,2025-12-14,2026-01-03,P3,3
1646,110,2026-03-23,2026-03-26,P4,4
1647,65,2025-07-07,2025-07-08,P3,5
1648,69,2025-07-06,2025-07-11,P2,4
1649,106,2026-01-05,2026-01-12,P2,5
1650,22,2025-05-12,2025-05-13,P3,5
1651,103,2026-02-21,,P4,
1652,10,2026-05-08,2026-05-11,P1,4
1653,35,2025-07-07,2025-07-27,P4,4
1654,47,2026-03-09,2026-03-29,P4,3
1655,5,2026-01-21,2026-02-01,P2,5
1656,29,2025-06-21,2025-07-02,P3,4
1657,76,2025-10-12,2025-10-14,P3,3
1658,27,2025-11-10,2025-11-28,P4,3
1659,75,2025-10-14,,P3,
1660,92,2025-07-04,2025-07-19,P2,3
1661,68,2025-01-02,2025-01-16,P2,5
1662,52,2025-11-19,,P3,
1663,2,2025-06-05,2025-06-13,P1,5
1664,14,2025-08-21,,P4,
1665,87,2026-03-06,2026-03-18,P1,4
1666,83,2025-07-23,2025-08-02,P4,4
1667,102,2026-01-19,2026-01-23,P2,3
1668,6,2025-05-10,,P4,
1669,31,2025-12-20,2025-12-22,P4,5
1670,110,2025-10-16,2025-10-31,P2,2
1671,49,2026-01-24,2026-01-31,P1,2
1672,109,2025-06-04,2025-06-08,P2,5
1673,71,2025-07-23,2025-07-26,P2,3
1674,71,2025-07-30,2025-08-02,P2,5
1675,82,2025-05-28,2025-06-07,P2,3
1676,22,2025-05-28,,P2,
1677,89,2025-03-09,,P1,
1678,25,2025-03-08,2025-03-22,P2,4
1679,34,2025-12-06,2025-12-13,P4,4
1680,73,2025-02-19,2025-02-26,P3,5
1681,49,2025-03-01,2025-03-21,P2,5
1682,76,2025-05-24,2025-06-09,P4,5
1683,37,2025-01-29,2025-02-15,P4,5
1684,59,2025-10-24,2025-11-04,P3,2
1685,1,2025-10-10,,P4,
1686,6,2025-11-02,2025-11-03,P2,5
1687,49,2025-01-29,2025-02-02,P1,3
1688,93,2026-05-12,2026-05-22,P2,5
1689,54,2025-02-05,2025-02-20,P2,5
1690,55,2025-04-06,2025-04-24,P4,4
1691,91,2025-08-19,2025-09-02,P2,5
1692,89,2025-06-03,2025-06-09,P3,3
1693,56,2025-03-27,2025-04-15,P2,3
1694,68,2026-03-14,2026-03-21,P1,5
1695,26,2025-09-14,2025-09-24,P3,3
1696,77,2025-01-15,2025-01-27,P3,5
1697,105,2026-03-12,2026-03-13,P3,5
1698,39,2025-02-08,2025-02-13,P2,5
1699,76,2025-03-21,2025-03-29,P1,4
1700,67,2025-12-07,2025-12-27,P2,4
1701,90,2025-11-26,,P4,
1702,21,2025-12-22,2026-01-10,P4,3
1703,36,2025-02-27,2025-03-10,P2,5
1704,27,2026-01-02,2026-01-18,P3,4
1705,101,2025-11-16,2025-11-18,P1,5
1706,44,2025-05-05,2025-05-06,P3,5
1707,72,2025-09-04,2025-09-15,P2,2
1708,45,2026-02-19,2026-03-06,P2,3
1709,2,2025-01-03,,P4,
1710,9,2025-10-13,2025-10-26,P3,4
1711,51,2025-12-15,2025-12-29,P3,5
1712,22,2026-01-16,,P2,
1713,95,2025-07-07,2025-07-27,P4,4
1714,74,2025-03-11,2025-03-15,P1,5
1715,96,2025-03-30,2025-04-09,P3,5
1716,103,2026-02-15,2026-03-07,P1,3
1717,102,2025-02-26,2025-02-27,P3,5
1718,95,2025-07-30,2025-08-04,P2,5
1719,55,2025-12-04,2025-12-17,P1,5
1720,101,2025-11-28,2025-12-16,P3,5
1721,73,2025-07-25,2025-08-03,P4,3
1722,106,2025-05-17,2025-05-22,P3,5
1723,98,2025-04-12,,P3,
1724,35,2026-03-12,2026-03-19,P1,4
1725,38,2025-04-23,2025-05-02,P2,5
1726,62,2025-02-06,2025-02-17,P3,5
1727,25,2026-02-11,,P1,
1728,43,2025-12-13,2025-12-26,P1,5
1729,80,2026-04-13,2026-04-24,P1,5
1730,96,2025-04-06,2025-04-11,P4,3
1731,36,2025-10-28,2025-11-11,P1,4
1732,56,2025-08-13,2025-09-02,P3,4
1733,21,2025-09-17,2025-09-30,P1,5
1734,60,2025-12-04,2025-12-04,P1,2
1735,94,2025-02-05,,P3,
1736,108,2026-05-12,2026-05-21,P4,1
1737,78,2025-11-24,2025-12-03,P4,2
1738,40,2026-01-02,2026-01-20,P3,1
1739,75,2025-02-05,2025-02-06,P1,5
1740,57,2025-03-28,2025-04-03,P3,5
1741,73,2025-03-30,2025-03-30,P1,4
1742,92,2026-05-06,2026-05-19,P1,5
1743,17,2025-02-07,2025-02-08,P3,5
1744,88,2026-05-11,,P3,
1745,48,2026-02-07,2026-02-07,P4,4
1746,71,2025-06-12,2025-06-13,P4,1
1747,57,2026-05-10,2026-05-21,P3,3
1748,67,2025-04-27,2025-05-08,P1,4
1749,73,2025-06-29,2025-07-02,P4,3
1750,61,2025-01-27,,P2,
1751,70,2025-07-18,,P3,
1752,16,2025-03-02,2025-03-04,P4,4
1753,109,2025-02-19,2025-02-27,P2,4
1754,34,2025-02-27,2025-02-28,P4,4
1755,42,2025-01-06,2025-01-26,P4,5
1756,24,2026-04-30,2026-05-10,P1,2
1757,64,2025-04-13,2025-04-28,P1,3
1758,57,2025-03-16,2025-03-26,P3,4
1759,42,2026-02-21,2026-02-26,P4,1
1760,93,2026-02-10,2026-02-11,P2,4
1761,41,2026-01-28,2026-02-04,P1,4
1762,87,2025-01-08,2025-01-26,P2,4
1763,101,2025-02-08,2025-02-26,P3,5
1764,99,2025-01-31,2025-01-31,P1,4
1765,22,2026-03-04,2026-03-23,P2,5
1766,85,2025-12-25,2026-01-14,P3,4
1767,94,2025-02-09,2025-02-19,P3,5
1768,80,2025-03-18,2025-03-29,P3,3
1769,106,2025-01-23,2025-01-27,P2,3
1770,62,2025-05-05,2025-05-22,P4,4
1771,108,2025-08-12,2025-08-20,P1,5
1772,43,2025-02-05,2025-02-10,P4,5
1773,19,2026-02-24,2026-03-04,P4,5
1774,61,2025-09-12,2025-10-01,P4,5
1775,59,2025-09-17,,P1,
1776,66,2025-12-20,2025-12-24,P2,2
1777,82,2025-07-03,2025-07-05,P2,5
1778,25,2026-01-16,2026-01-19,P2,4
1779,8,2025-10-15,2025-10-20,P4,5
1780,11,2026-03-01,2026-03-13,P4,1
1781,106,2026-05-14,2026-05-18,P1,5
1782,87,2025-03-13,2025-03-25,P1,5
1783,88,2025-10-15,2025-10-28,P1,4
1784,12,2026-03-12,2026-03-12,P2,1
1785,80,2025-01-14,2025-02-01,P4,5
1786,51,2026-04-05,2026-04-20,P4,4
1787,30,2026-03-31,2026-04-06,P3,4
1788,6,2025-07-20,2025-08-01,P4,4
1789,55,2025-01-05,2025-01-15,P1,4
1790,84,2025-01-19,2025-01-29,P1,1
1791,71,2025-04-22,2025-04-23,P3,4
1792,7,2025-12-21,2026-01-08,P3,5
1793,48,2026-04-02,2026-04-15,P1,4
1794,75,2025-10-21,2025-10-30,P3,5
1795,28,2025-08-02,2025-08-04,P2,4
1796,77,2025-11-22,2025-12-10,P4,1
1797,12,2025-10-25,2025-10-28,P3,4
1798,79,2026-03-26,2026-04-12,P3,4
1799,79,2025-01-08,2025-01-15,P4,5
1800,57,2025-05-23,2025-06-10,P1,5
